STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,10.61678331,9.540139967,7.061678331,50.0,0.6,4.383216694,3.0,108.0,
,,,22.0,7.83899395,7.9,39.0,0.8,0.31100605,82.0,132.0,
2880,NAMBUL RIVER AT BISHNUPUR,MANIPUR,28.0,8.2,7.6,112.0,2.1,,,31.0,2012.0
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",NAN,28.0,5.7,7.2,531.0,5.3,0.75,116.0,456.0,2007.0
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",NAN,29.0,7.4,7.2,49.0,1.1,0.3,327.0,641.0,2007.0
,,,14.02545251,6.217816756,7.877963799,619.0,7.3,17.35169737,1033.0,1483.0,
,,,21.0,6.027077341,7.8,169.0,0.4,2.972922659,39.0,127.0,
2459,DAMANGANGA AT ZUARI CAUSE WAY BRIDGE,"DAMAN, DIU, DADRA NAGAR HAVELI",27.0,4.2,7.9,4909.0,18.0,7.0,,,2011.0
2765,"BHADRA AT U/S OF MPM, KARNATAKA",KARNATAKA,29.6,6.5,8.0,154.0,2.0,0.2,58.0,130.0,
1925,KHUGA RIVER (CHURACHANDPUR DIST.) MANIPUR,NAN,22.0,5.8,7.6,258.0,1.7,,,118.0,2007.0
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,19.63901974,8.370735194,7.1819509870000005,332.0,0.7,2.139514636,,70.0,
3185,,,11.0,10.0,7.1,1108.0,2.2,4.0,13.0,31.0,
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",PONDICHERRY,26.8,6.5,8.1,729.0,1.0,0.65,,,2011.0
42,,,11.42890958,8.942890958,7.214336437,144.0,2.1,6.5718005370000006,183.0,273.0,
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",HARYANA,11.85927691,9.859541275,7.14131139,1291.0,10.0,3.709994043,16.0,557.0,
2296,NAN,R THALLASSERY AT PATHIPPALAM,28.0,6.4,6.1,62.0,0.7,0.28,213.0,425.0,2009.0
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",GUJARAT,24.5,6.0,7.7,1863.0,8.6,1.0,47.0,1183.0,2013.0
1703,GHAGGAR AT MOONAK,PUNJAB,18.51547566,9.213393252000001,7.125773783,119.0,3.5,2.729375277,1095.0,2453.0,
2335,R PERIYAR AT KALAMASSERY,KERALA,18.69057642,9.082067686,7.134528821,44.0,0.5,2.63744738,15.0,95.0,
2422,NAN,"NAGAVALI PENTA U/S, JAYKAYPUR TOWN",28.0,7.3,8.0,225.0,1.3,0.5,1295.0,2175.0,2009.0
1894,,,18.73100137,8.736278622,7.471682757999999,39.0,1.4,1.390787037,3207.0,4719.0,
2496,"HINDON AT SARDHANA BUDHANA ROAD, VILLAGE BAPARSI, MEERUT",UTTAR PRADESH,23.6,,7.5,706.0,49.1,6.8,81125.0,140500.0,
3131,U/S MANUSMAR RIVER (RIGA),BIHAR,25.6,6.9,7.9,482.0,1.5,2.8,,144.0,
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,18.71132857,8.739494367999999,7.470736951,165.0,1.9,1.3974266069999999,5.0,200.0,
2862,"IMPHAL AT SAMUROU, IMPHAL WEST",MANIPUR,18.8,7.1,7.1,566.0,0.9,5.6,4428.0,7894.0,
3458,KARAPUZHA DAM AT WAYANAD,KERALA,26.4,6.9,7.4,112.0,0.5,0.35,50.0,67.0,2013.0
1699,"U/S DHAKANSU NALLAH, PUNJAB",NAN,20.5,5.4,6.8,883.0,15.4,5.1,9500.0,21750.0,2010.0
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",NAN,15.0,6.5,7.6,450.0,18.0,12.0,,,2010.0
NAN,"PAMBA AT THAKAZHY, KERALA",NAN,,6.0,6.75,641.0,0.975,0.792,1900.0,3600.0,2005.0
1624,"LILONG, MANIPUR",NAN,29.0,9.0,8.0,269.0,1.8,,,155.0,2008.0
,,,21.0,6.497054958,7.735296695,438.0,1.7,2.643230784,867.0,1542.0,
1424,"IMPHAL AT MAHABALI, MANIPUR",NAN,21.0,7.3,111.0,7.1,2.4,,,80.0,2003.0
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",NAN,24.0,7.6,6.6,166.0,2.0,1.8,90.0,140.0,2010.0
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA,28.0,7.2,8.1,201.0,1.6,0.36,1239.0,2324.0,2012.0
2296,THALLASSERY AT PATHIPPALAM,KERALA,26.0,6.6,6.7,69.0,0.8,0.38,185.0,464.0,2012.0
1444,KALI AT D/S WEST COAST PAPER MILL,KARNATAKA,10.19817851,9.037814216000001,7.019817851,489.0,6.1,4.801821487,5.0,14.0,
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,GOA,29.3,4.2,6.7,192.0,2.0,0.16,4448.0,9286.0,2013.0
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,10.01602383,8.819228599999999,7.001602383,1064.0,20.0,4.983976167,160.0,329.0,
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",NAN,27.285999999999998,6.525,6.5,124.1,1.3130000000000002,0.22699999999999998,334.0,844.0,2006.0
2337,,,10.36707874,9.240494482999999,7.036707874,166.0,2.7,4.632921264,103.0,157.0,
1545,MADAI AT DABOS NAN  VALPOI,NAN,20.0,7.58,7.03,58.0,1.9,2.65,13.0,31.0,
2276,RIVER BICHOLIM VARAZAN NAGAR,GOA,27.8,6.7,6.3,127.0,2.0,0.44,10.0,149.0,2011.0
2271,"RIVER SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,27.0,6.1,6.5,201.0,2.0,0.43,9.0,149.0,2011.0
2696,"PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,22.6,6.3,7.8,223.0,4.6,0.9,15.0,32.0,2014.0
2285,R MAMOM AT MAMOM BRIDGE,NAN,27.0,6.4,6.7,110.0,0.5,0.2,1400.0,3200.0,2008.0
1030,"BRAHAMPUTRA AT DIBRUGARH, ASSAM",ASSAM,21.8,7.7,7.2,256.0,1.4,1.5,2128.0,45100.0,
1393,DAMANGANGA AT D/S OF MADHUBAN,DAMAN & DIU,10.79166047,9.749992566,7.079166047,52.0,0.8,4.208339528,5073.0,8925.0,
2938,"LAKE RAJSAMAND, RAJSAMAND- POINT NO. 1, RAJSAMAND, RAJASTHAN",RAJASTHAN,21.3,5.0,8.6,604.0,1.2,2.29,4.0,11.0,
1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,NAN,29.3,6.6,6.5,58.0,1.8,0.87,0.0,53.0,2010.0
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,25.8,6.7,7.4,14526.0,0.8,0.6,1411.0,1969.0,2014.0
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",NAN,27.0,7.8,183.0,6.9,5.0,0.49700000000000005,0.49700000000000005,211.0,2003.0
1566,KADALUNDY AT THIRURANGADY,KERALA,18.16633303,9.475250225,7.108316652,5350.0,2.2,2.9126751580000003,4573.0,7817.0,
2775,"KABINI AT BATHING GHAT, NANJANAGUD, KARNATAKA",KARNATAKA,25.7,5.5,7.7,282.0,2.3,0.3,647.0,2717.0,
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",NAN,32.0,6.8,7.8,16468.0,1.65,2.0,440.0,775.0,2008.0
,,,21.0,6.455235538999999,7.763176307,856.0,23.8,2.594441462,808.0,1425.0,
2555,"GANGA AT PUNPUN, PATNA",BIHAR,24.7,7.3,7.7,452.0,2.5,0.0,1382.0,4573.0,
1384,"MANIMALA AT THONDRA, KERALA",KERALA,28.7,6.9,6.7,75.0,2.5,0.4,526.0,701.0,2013.0
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",NAN,29.0,6.9,6.6,154.0,1.9,0.83,17.0,173.0,2010.0
,,,14.22719718,6.359038024,7.861824226,34.0,0.6,17.07187751,,652.0,
2868,"CHAKPIAT CHAKPIKARONG, CHANDEL",MANIPUR,30.0,8.0,7.8,144.0,2.1,,,51.0,2012.0
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,26.0,7.0,8.0,199.0,1.8,1.11,1503.0,3573.0,2012.0
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,20.0,7.3,7.3,65.0,2.0,3.0,25.0,54.0,2014.0
1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,19.48350789,8.487369081,7.174175395,240.0,2.7,2.2211583569999998,,,
2304,NAN,R MOGRAL AT MOGRAL BR.,28.0,5.2,7.2,19885.0,1.2,0.18,843.0,2275.0,2009.0
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMILNADU,26.3,6.3,6.5,143.0,4.0,4.0,38.0,124.0,2013.0
1548,"RIVER ASSONORA AT ASSONORA, GOA",NAN,28.0,6.3,6.6,66.0,1.6,0.1,1427.0,3293.0,2007.0
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,24.8,6.7,7.8,215.0,2.5,0.83,2.0,51.0,2011.0
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,23.3,5.5,7.2,636.0,9.7,4.0,1328.0,4975.0,2013.0
2082,"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",GUJARAT,18.90106374,8.924202195,7.145053187,1172.0,25.5,2.526941536,24.0,959.0,
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",TAMILNADU,27.0,6.7,7.6,182.0,4.1,0.15,92.0,251.0,2012.0
1077,"GANGA AT KHURJI, PATNA U/S, BIHAR",BIHAR,24.5,8.1,8.1,376.0,2.3,0.0,1600.0,3436.0,
,,,20.12620027,7.049519892999999,7.77572016,176.0,1.9,0.43086419200000003,532.0,2064.0,
2306,R UPPALA AT  UPPALA BR.,KERALA,18.53763107,9.196776694,7.126881554,5656.0,0.9,2.7177436860000004,39.0,127.0,
1548,RIVER ASSONORA AT ASSONORA,GOA,19.90210658,8.173420065,7.1951053289999995,905.0,15.0,2.001394046,26.0,364.0,
1566,"R KADALUNDI AT THIRURANGADY, KERALA",KERALA,29.8,6.6,6.9,77.0,1.6,0.29,264.0,756.0,2013.0
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21.0,7.5,6.3,52.0,1.7,0.82,7.0,21.0,2012.0
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",NAN,22.0,6.2,7.3,117.0,4.0,0.5,169.0,638.0,2007.0
1078,"GANDAK AT SONEPUR, PATNA (BEFORE CONFL.),BIHAR",BIHAR,22.3,8.6,8.1,238.0,2.0,0.0,581.0,1557.0,
1442,"VAMANAPURAM, KERALA",KERALA,26.7,7.1,7.5,46.0,0.8,1.0,239.0,1097.0,2013.0
1341,,,10.326662400000002,9.191994881,7.03266624,169.0,3.6,4.673337599,69.0,152.0,
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,NAN,27.0,5.9,7.2,119.0,4.04,0.65,133.0,223.0,2008.0
2301,NAN,R KAVVAI AT KUTTIYOL PALAM,29.0,6.8,6.5,80.0,0.8,0.26,53.0,100.0,2009.0
1547,TALPONA AT CANACONA,NAN,20.0,5.6,8.1,29.0,2.0,7.1,,40.0,
2270,"KHANDEPAR AT CODLI NR BDG, U/S OPA WATERWORKS,SANGUEM",GOA,10.35139951,9.221679411,7.035139951000001,58.0,1.3,4.648600491,40.0,70.0,
1891,MANJRA AT D/S IN INTAKE POINT TO BIDAR CITY,KARNATAKA,27.9,7.0,7.8,543.0,2.3,1.3,786.0,1400.0,
1548,RIVER ASSONORA AT ASSONORA,GOA,28.0,6.8,6.6,71.0,1.5,0.14,2495.0,3949.0,2012.0
2271,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,28.6,6.3,6.6,79.0,1.6,0.19,2830.0,6054.0,2013.0
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,25.1,5.9,8.0,401.0,0.9,0.7,4.0,15.0,2014.0
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.1,6.8,7.9,5390.0,4.9,0.8,15.0,28.0,
2780,"KALI AT U/S OF WCPM, DANDELI",KARNATAKA,11.46064015,9.924703053,7.122146161,162.0,2.2,3.8445339510000003,4.0,8.0,
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, ",GUJARAT,18.0,7.9,7.2,1265.0,2.13,2.72,4.0,7.0,
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,28.7,7.2,7.6,127.0,3.2,1.0,22.0,51.0,2013.0
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",NAN,26.0,6.2,7.1,146.0,2.1,0.09,920.0,2400.0,2008.0
3183,"RIVER SAL AT KHAREBAND, MARGAO",GOA,28.6,2.8,6.4,424.0,3.2,0.35,12658.0,21036.0,2013.0
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",MAHARASHTRA,11.88271525,8.988271525,7.282407287000001,309.0,1.6,7.070986771,26.0,50.0,
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",tripura,29.0,6.3,8.0,198.0,4.2,0.3,524.0,686.0,2010.0
3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,18.3,7.3,7.1,51.0,1.6,2.4,19.0,40.0,2014.0
1148,AMBIKA AT BILIMORA,GUJARAT,19.12737401,8.75446949,7.156368701,834.0,13.1,2.408128643,,313.0,
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,NAN,29.0,8.1,467.0,7.1,3.0,,,107.0,2003.0
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",MAHARASHTRA,27.0,5.9,7.4,269.0,6.4,0.4,19.0,47.0,2014.0
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,25.0,7.7,7.2,95.0,1.8,2.67,22.0,50.0,2012.0
3184,"RIVER SAL AT ORLIM BRIDGE, ORLIM",GOA,30.1,5.2,7.1,192.0,2.6,0.3,5073.0,8925.0,2014.0
1053,"GANGA AT DAKSHMINESWAR, WEST BENGAL",WEST BENGAL,26.5,6.7,8.0,319.0,4.2,0.7,285833.0,586250.0,
1424,IMPHAL AT MAHABALI,MANIPUR,19.34126348,8.594052387,7.167063174,10825.0,2.9,2.295836671,9.0,82.0,
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,18.17886798,9.465849015,7.108943399,7035.0,0.8,2.9060943110000004,39.0,104.0,
2859,"SINGDA DAM AT NAMBUL, IMPHAL WEST",MANIPUR,28.0,11.1,7.6,131.0,3.6,,,32.0,2012.0
2288,R PALLICKAL AT NELLIMUKAL,KERALA,18.35386508,9.33460119,7.117693254,62.0,0.6,2.8142208330000003,,,
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),NAN,17.5,6.25,7.9,770.0,14.0,19.4,,,2006.0
1442,NAN,"VAMANAPURAM, KERALA",27.0,7.4,6.6,64.0,0.7,0.29,288.0,1425.0,2009.0
1572,NAN,"CHANDRIGIRI PADIYATHADKA, KERALA",28.0,7.6,6.7,52.0,1.1,0.11,613.0,963.0,2009.0
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",MAHARASHTRA,29.3,7.2,8.2,112.0,3.3,1.0,39.0,94.0,2013.0
3182,RIVER ZUARI AT MARCAIM JETTY,GOA,29.5,5.8,7.3,83.0,1.9,0.4,3428.0,5500.0,2014.0
1458,"IRIL AT PORAMPET, MANIPUR",NAN,23.0,6.4,7.6,200.0,1.0,,,36.0,2007.0
2274,MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,NAN,28.1,6.3,6.2,110.0,1.5,0.59,8.0,157.0,2010.0
2878,"LOKCHAO RIVER AT BISHNUPUR, MANIPUR",MANIPUR,23.0,5.1,6.9,190.0,2.3,,,33.0,2011.0
2696,"PEHLAR DAM ON PEHLAR INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,25.0,7.0,7.9,153.0,2.9,0.55,30.0,86.0,2012.0
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",NAN,29.0,7.1,6.8,57.0,1.5,1.12,230.0,681.0,2008.0
2565,KOSHI RIVER AT KURSHELA AT KATIHAR,BIHAR,24.8,7.0,7.4,184.0,2.0,0.0,670.0,1989.0,
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",MAHARASHTRA,27.3,5.9,7.4,269.0,5.1,1.2,34.0,60.0,
,,,15.60192139,6.297438147,7.35905036,904.0,3.6,1.260832602,2864.0,4218.0,
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",HARYANA,18.49934294,9.225492792999999,7.1249671470000004,169.0,1.3,2.737844955,718.0,2946.0,
2297,R ANCHARAKANDY AT MERUVAMBA,KERALA,26.4,6.7,6.6,60.0,1.2,0.34,228.0,435.0,2013.0
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",MAHARASHTRA,29.2,6.7,7.8,6030.0,4.4,4.78,4.0,138.0,2013.0
1443,ACHENKOIL AT CHENNITHULA,NAN,21.938352399999996,6.738352405,7.72329519,57.0,0.4,0.9271304309999999,140.0,220.0,
2426,MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),NAN,26.8,7.1,7.9,211.0,1.4,0.48,1065.0,2098.0,2010.0
2271,"RIVER SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",GOA,19.16338548,8.727460889,7.158169274,153.0,1.67,2.389222623,5.0,200.0,
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",NAN,29.0,6.4,7.7,44000.0,2.3,0.1,814.0,1287.0,2007.0
1884,RIVER GHAGGAR AT D/S OF SURAJPUR,HARYANA,,5.0,7.3,,33.9,0.0,,,2013.0
1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,23.3,5.1,7.3,971.0,14.8,5.0,2125.0,8425.0,2013.0
2722,"WENA RIVER  AT U/S OF MOHATA MILLS, NEAR RAILWAY BRIDGE, HINGANGHAT",MAHARASHTRA,31.2,5.2,8.3,432.0,9.8,2.3,113.0,186.0,
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",NAN,23.0,8.0,8.2,572.0,0.5,,12.0,26.0,2008.0
1570,R NEELESWARAM AT HOSDURG,KERALA,29.0,6.5,7.0,14369.0,1.3,0.27,63.0,175.0,2012.0
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",NAN,29.0,7.0,8.1,637.0,3.5,1.2,,,2007.0
2463,"DAMANGANGA AT LAVACHA TEMPLE, SILVASSA","DAMAN, DIU, DADRA NAGAR HAVELI",27.1,6.7,8.3,262.0,,,,,2011.0
1476,"MANDOVI AT TONCA, MARCELA",GOA,10.10127379,8.810127378999999,7.015191067999999,90.0,0.6,5.111401164,9.0,90.0,
1703,"GHAGGER AT MOONAK, PUNJAB",NAN,21.0,6.0,7.8,690.0,9.6,3.0,16250.0,117500.0,2007.0
1387,"BHADRA AT D/S OF BHADRAVATHI, KARNATAKA",KARNATAKA,29.5,5.8,7.7,245.0,4.2,0.2,867.0,1542.0,
1862,KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,GUJARAT,27.0,6.7,8.1,2520.0,7.2,1.0,6.0,41.0,2013.0
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,25.0,5.0,7.6,975.0,16.3,6.1,11167.0,21667.0,
1699,,,13.57571326,9.578969948,7.223832367999999,249.0,,3.130696776,12.0,121.0,
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMILNADU,23.8,6.7,6.3,72.0,2.7,0.2,9.0,32.0,2014.0
,,,14.84773019,6.793411131,7.812181585,135.0,0.4,16.21119823,1095.0,2453.0,
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",MAHARASHTRA,23.0,7.2,7.2,180.0,2.7,1.0,,70.0,2014.0
1285,"PICHOLA LAKE AT UDAIPUR (WATER INTAKE POINT), RAJASTHAN",RAJASTHAN,23.8,5.3,8.2,572.0,1.5,1.0,7.0,65.0,
20,CHALIYAR AT KOOLIMADU,NAN,26.0,7.0,7.1,62.0,0.5,0.44,385.0,617.0,2010.0
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",NAN,24.0,4.9,7.6,972.0,19.6,1.8,328.0,718.0,2007.0
1884,KALA AMB D/S MARKANDA RIVER,HARYANA,18.03721063,9.572092026,7.101860532000001,17842.0,31.5,2.980464418,4698.0,8625.0,
2493,YAMUNA AT SHAHPUR,UTTAR PRADESH,25.3,4.5,7.5,281.0,7.0,0.0,34818.0,65000.0,
2272,"KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",NAN,21.5,8.0,8.1,95.0,1.4,0.1,22.0,51.0,
2856,"THOUBAL RIVER AT YAIRIPOK, THOUBAL",MANIPUR,18.17025486,9.472308857,7.1085127429999995,57.0,0.9,2.9106162,33.0,106.0,
,,,22.0,7.085414787,7.837082957000001,852.0,26.3,1.994375564,1483.0,1600.0,
2445,MAHE RIVER,PONDICHERRY,28.0,4.8,7.7,48500.0,,0.34,,,2011.0
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",NAN,27.714000000000002,6.542999999999999,7.229,130.4,4.013999999999999,0.307,8.0,187.0,2006.0
2235,"PANCHNAI RIVER AT NH-52 CROSSING, ORANG",ASSAM,23.0,7.7,7.0,355.0,0.8,1.4,1530.0,5628.0,
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,26.7,7.0,7.5,80.0,0.8,0.4,2573.0,3583.0,2014.0
NAN,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",NAN,26.0,7.2,7.84,342.8,1.764,0.528,78.0,230.0,2005.0
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,NAN,25.5,7.05,7.995,535.0,4.7,1.195,13400.0,33500.0,2006.0
1545,RIVER MADAI AT DABOS NAN  VALPOI,GOA,28.0,7.4,6.8,80.0,1.3,0.06,274.0,1404.0,2012.0
2459,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE, DAMAN ",DAMAN & DIU,20.0,7.7,7.4,110.75,1.525,0.37,8.0,49.0,
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,24.7,5.5,7.4,745.0,10.0,6.1,12167.0,29333.0,2014.0
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,24.9,6.0,7.1,85.0,1.7,0.53,262.0,538.0,2013.0
2271,NAN,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",28.0,5.4,7.0,7692.0,1.7,0.92,29.0,48.0,2009.0
NAN,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",NAN,,6.1,8.0,602.5,5.64,1.035,38143.0,38428.0,2005.0
3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,10.11375144,8.936501722000001,7.011375144,28018.0,46.0,4.886248565,251.0,1425.0,
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,10.68630821,9.623569848999999,7.068630821,273.0,1.8,4.313691792,12.0,31.0,
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,16.01419121,9.180372591,7.341066885,107.0,3.8,2.3077104680000002,52.0,609.0,
1149,"KOLAK AT PATALIA BDG., GUJARAT",NAN,28.0,7.5,1175.0,5.7,4.0,,,3900.0,2003.0
2319,ANCHARAKANDY AT MERUVAMBA,KERALA,20.40043939,8.463389716,7.551944201,198.0,1.4,0.827351707,532.0,2064.0,
1547,"RIVER TALPONA AT CANACONA, GOA",GOA,29.1,7.3,6.7,55.0,1.4,0.1,2638.0,4003.0,
,,,21.91816233,5.4852297089999995,7.729978565,14426.0,10.4,1.161794798,4500.0,178.0,
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,18.8,7.2,7.1,66.0,1.9,3.4,28.0,63.0,2014.0
1475,ZUARI AT PANCHAWADI,GOA,29.3,6.6,7.0,59.0,1.1,0.27,8.0,113.0,2011.0
1607,"GOHAD DAM, GOHAD, M.P",MADHYA PRADESH,25.4,7.2,7.7,1165.0,2.6,1.7,,,
1567,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA",KERALA,27.7,7.1,7.4,380.0,1.0,0.14,1527.0,66382.0,2013.0
1155,KARAMANA AT MOONNATTUMUKKU,NAN,20.0,6.6,7.15,61.0,0.5,2.1,7942.0,13575.0,
1363,"RAPTI AFTER CONFL. OF R. HONIN NR. DOMINGARH RLY BRIDGE, GORAKHPUR, U.P.",UTTAR PRADESH,21.0,7.1,8.1,438.0,2.8,0.3,232.0,494.0,
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,18.88589684,8.93557737,7.144294842000001,8092.0,7.6,2.534904159,11633.0,18125.0,
2338,R KADAMBAYAR AT MANCKAKADAVU,KERALA,28.2,2.5,6.9,83.0,1.9,0.3,353.0,656.0,2014.0
1701,GHAGGAR AT D/S JHARMAL NADI,PUNJAB,20.0,8.1,7.2,62.0,1.4,1.95,3500.0,6300.0,
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,17.78825906,8.890380731,7.426358608999999,139.0,3.2,1.708962568,3428.0,5500.0,
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,KARNATAKA,32.0,6.7,7.2,103.0,1.0,,11.0,70.0,2012.0
,,,22.0,6.4820520020000005,7.7,531.0,5.3,2.52820801,4.0,87.0,
3384,"BUGI AT DALU, SOUTH GARO HILLS",MEGHALAYA,19.50302024,8.472734818,7.175151012000001,102.0,0.8,2.210914373,113.0,186.0,
3181,RIVER ZUARI AT BORIM BRIDGE,GOA,19.12432708,8.671984997000001,7.490592648,52.0,0.6,1.2580396120000001,2.0,107.0,
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",NAN,30.0,7.525,6.61,93.3,1.5,0.28300000000000003,10.0,26.0,2006.0
